"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","79.914","0.194"
"2","79.918","0.577"
"3","79.918","0"
"4","79.922","0"
"5","80.078","0.195"
"6","80.078","0"
"7","80.082","0"
"8","80.086","0.198"
"9","80.086","0"
"10","80.09","0"
