"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","699.926","0.387"
"2","683.93","0.195"
"3","683.93","1.386"
"4","683.934","0.972"
"5","683.953","0.388"
"6","683.953","0.39"
"7","683.953","0.79"
"8","683.953","1.556"
"9","683.957","0.583"
"10","683.957","0.195"
"11","683.965","0.987"
"12","683.965","0.574"
"13","683.965","0"
"14","683.965","0.198"
"15","683.965","0.972"
"16","683.965","0.962"
"17","683.965","0.391"
"18","683.965","0.987"
"19","683.965","0.197"
"20","683.969","1.166"
"21","683.969","0.388"
"22","683.973","0.593"
"23","683.973","1.166"
"24","683.973","0.778"
"25","683.973","0.194"
"26","683.973","0.987"
"27","683.973","1.166"
"28","683.98","0.389"
"29","683.98","1.187"
"30","683.98","1.553"
"31","683.98","0.194"
"32","683.984","1.38"
"33","683.988","0.575"
"34","683.992","0.395"
"35","683.992","1.384"
"36","683.992","0.97"
"37","683.992","0.39"
"38","683.992","0.975"
"39","683.992","0.196"
"40","683.992","0.582"
"41","683.992","0.988"
"42","683.996","0.576"
"43","683.996","0.585"
"44","683.996","0.195"
"45","684","0.793"
"46","684.004","0.195"
"47","684.004","0.977"
"48","684.004","0.973"
"49","684.012","0.396"
"50","684.02","0.582"
"51","684.023","0.194"
"52","684.023","1.773"
"53","684.023","1.166"
"54","684.027","0.583"
"55","684.027","0.592"
"56","684.027","0.97"
"57","684.035","0.389"
"58","684.035","1.19"
"59","684.035","0.78"
"60","684.035","1.362"
"61","684.035","1.155"
"62","684.035","1.171"
"63","684.035","1.366"
"64","684.035","0.99"
"65","684.039","0.39"
"66","684.039","1.567"
"67","684.043","1.364"
"68","684.043","1.37"
"69","684.043","0.778"
"70","684.047","0.39"
"71","684.055","0.992"
"72","684.059","1.361"
"73","684.078","1.154"
"74","684.078","0.779"
"75","684.078","1.758"
"76","684.078","0.989"
"77","684.078","0.195"
"78","684.086","1.169"
"79","684.09","0.585"
"80","684.09","0.976"
"81","684.09","1.563"
"82","684.09","1.17"
"83","684.09","0.991"
"84","684.09","2.141"
"85","684.09","1.922"
"86","684.098","0.781"
"87","684.105","0.976"
"88","684.105","0.975"
"89","684.105","0.99"
"90","684.113","0.778"
"91","684.117","1.169"
"92","684.117","0.989"
"93","684.129","1.345"
"94","684.129","0.782"
"95","684.129","0.972"
"96","684.133","0.782"
"97","684.141","0.977"
"98","684.145","0.781"
"99","684.148","1.17"
"100","684.148","1.191"
"101","684.152","0.389"
"102","684.156","1.367"
"103","684.16","0.978"
"104","684.16","0.779"
"105","684.164","1.169"
"106","684.164","1.983"
"107","684.168","2.144"
"108","684.168","0.976"
"109","684.172","1.729"
"110","684.176","0.195"
"111","684.176","0.781"
"112","684.184","0.977"
"113","684.184","1.949"
"114","684.184","0.594"
"115","684.184","0.194"
"116","684.188","0.976"
"117","684.188","0.989"
"118","684.453","0.96"
"119","684.453","1.17"
"120","684.578","1.558"
"121","684.578","0.975"
"122","684.578","0.992"
"123","684.578","0.781"
"124","684.578","1.366"
"125","684.578","0.779"
"126","684.578","1.169"
"127","684.578","1.366"
"128","684.742","3.177"
"129","684.75","1.751"
"130","684.762","1.535"
"131","684.762","1.383"
"132","684.762","0.391"
"133","684.762","0.586"
"134","684.762","0"
"135","684.762","0.973"
"136","684.766","0.794"
"137","684.77","0.962"
"138","684.773","1.175"
"139","684.773","1.382"
"140","684.773","1.164"
"141","684.773","0.194"
"142","684.777","0.591"
"143","652.777","0.383"
"144","652.777","0.197"
"145","652.785","1.582"
"146","652.785","0.584"
"147","652.789","1.15"
"148","652.789","0.198"
"149","652.793","0.389"
"150","652.801","0.592"
"151","652.805","0.777"
"152","652.805","0.195"
"153","652.809","1.363"
"154","652.816","0.792"
"155","652.82","0.972"
"156","652.82","0.194"
"157","652.82","0.195"
