"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","655.961","0.386"
"2","655.961","0.391"
"3","655.961","0.195"
"4","655.969","1.169"
"5","655.973","0.781"
"6","655.98","0.779"
"7","655.992","0.585"
"8","655.996","0.196"
"9","655.996","0.78"
"10","656.004","0.975"
"11","656.004","0.593"
"12","656.004","0.39"
"13","656.008","0.975"
"14","656.008","0.782"
"15","656.008","1.557"
"16","656.008","0.585"
"17","656.008","0.195"
"18","656.008","0.39"
"19","656.012","0.585"
"20","656.035","0.39"
"21","656.043","0.397"
"22","656.117","0.387"
"23","656.121","0.195"
"24","656.125","0.39"
"25","656.125","0.396"
"26","656.129","0.582"
"27","656.129","0.593"
"28","656.129","0.767"
"29","656.133","0"
"30","656.141","0"
"31","656.145","0.389"
"32","656.145","0.197"
"33","656.145","0.959"
"34","656.148","0.593"
"35","656.133","0.585"
"36","656.133","0.195"
"37","656.137","0.389"
"38","656.137","0.778"
"39","656.137","0.198"
"40","656.137","0.585"
"41","656.137","0.777"
"42","656.137","0.39"
"43","656.137","0.394"
"44","656.137","0"
"45","656.141","0.583"
"46","656.148","0.388"
"47","656.148","0.594"
"48","656.148","0.39"
"49","656.148","0.39"
"50","656.152","0.195"
"51","656.152","0.988"
"52","656.152","0"
"53","656.152","1.167"
"54","656.156","0.395"
"55","656.156","0.778"
"56","656.156","0"
"57","656.156","0.389"
"58","656.156","0.592"
"59","656.156","0"
"60","656.156","0.583"
"61","656.156","0.194"
"62","656.156","0.395"
"63","656.156","0.194"
"64","656.156","0.779"
"65","656.156","0.592"
"66","656.156","0.777"
"67","656.16","0.592"
"68","656.16","0"
"69","656.16","0.391"
"70","656.16","0.195"
"71","656.16","0.389"
"72","656.16","0.583"
"73","656.16","0"
"74","656.16","0.194"
"75","656.16","0.782"
"76","656.164","0.973"
"77","656.164","0.782"
"78","656.164","0.585"
"79","656.164","0.781"
"80","656.164","0.585"
"81","656.164","0.586"
"82","656.164","0.781"
"83","656.164","0.39"
"84","656.164","0.586"
"85","656.168","0.781"
"86","656.168","0.594"
"87","656.168","0.195"
"88","656.168","0.195"
"89","656.168","0.585"
"90","656.168","0.979"
"91","656.168","0.389"
"92","656.172","0.584"
"93","656.172","0.391"
"94","656.172","0.585"
"95","656.172","0.79"
"96","656.172","0.39"
"97","656.172","0.586"
"98","656.172","0.389"
"99","656.18","0.585"
"100","656.18","0.39"
"101","656.18","0.976"
"102","656.18","0.586"
"103","656.18","0.391"
"104","656.18","0.781"
"105","656.18","0.195"
"106","656.18","0.782"
"107","656.18","0.78"
"108","656.184","0.987"
"109","656.184","0.39"
"110","656.184","0.781"
"111","656.184","0.585"
"112","656.184","0.591"
"113","656.184","0.389"
"114","656.184","0.194"
"115","656.184","0.585"
"116","656.184","0.985"
"117","656.184","0.195"
"118","656.184","0.195"
"119","656.184","0.39"
"120","656.184","0.389"
"121","656.184","0.394"
"122","656.184","0"
"123","656.184","0.39"
"124","656.184","0.195"
"125","656.184","0.587"
"126","656.184","0.974"
"127","656.184","0"
"128","656.184","0.391"
"129","656.184","0.195"
"130","656.184","1.171"
"131","656.184","0.39"
"132","656.184","0.585"
"133","656.184","0.584"
"134","656.184","0.781"
"135","656.184","0"
"136","656.184","0.198"
"137","656.184","0.781"
"138","656.184","0.195"
"139","656.184","0.585"
"140","656.184","0.586"
"141","656.184","0.39"
"142","656.184","0.195"
"143","656.184","0.39"
"144","656.184","0.585"
"145","656.184","0.196"
"146","656.184","0.584"
"147","656.184","0.78"
"148","656.184","0.195"
"149","656.184","0.781"
"150","656.184","0.793"
"151","656.184","0.39"
"152","656.184","0.389"
"153","656.184","0.39"
"154","656.184","0.391"
"155","656.184","0.78"
"156","656.184","0.594"
