"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","715.395","0.385"
"2","715.395","1.761"
"3","715.395","0.979"
"4","715.395","0.195"
"5","715.395","1.362"
"6","715.398","0.979"
"7","715.395","0.79"
"8","715.395","1.361"
"9","715.395","1.169"
"10","715.395","0.778"
"11","715.395","1.367"
"12","715.395","1.562"
"13","715.395","0.593"
"14","715.395","0.195"
"15","715.395","0.779"
"16","715.395","0.973"
"17","715.406","1.361"
"18","715.406","0.974"
"19","715.406","0.198"
"20","762.621","5.444"
"21","794.406","11.667"
"22","795.508","12.575"
"23","795.539","12.231"
"24","795.965","12.605"
"25","796.086","12.598"
"26","796.117","12.788"
"27","796.34","12.648"
"28","796.34","12.595"
"29","796.34","12.416"
"30","796.34","12.417"
"31","796.34","12.393"
"32","817.352","12.435"
"33","860.305","10.691"
"34","861.008","11.44"
"35","862.617","12.054"
"36","885.375","11.701"
"37","598.543","11.214"
"38","590.855","11.478"
"39","594.168","12.26"
"40","598.43","12.405"
"41","600.703","11.659"
"42","610.871","12.213"
"43","524.465","12.214"
"44","524.48","11.87"
"45","533.207","12.617"
"46","548.34","11.88"
"47","574.164","12.806"
"48","574.316","12.221"
"49","592.371","13.186"
"50","600.047","12.223"
"51","600.051","11.028"
"52","603.559","12.427"
"53","624.141","12.607"
"54","624.789","12.241"
"55","625.191","11.659"
"56","634.5","11.222"
"57","634.5","12.055"
"58","634.5","12.611"
"59","638.762","12.218"
"60","638.762","12.819"
"61","640.203","12.403"
"62","643.672","12.989"
"63","643.676","11.487"
"64","645.809","12.226"
"65","647.926","12.611"
"66","647.996","12.01"
"67","653.68","12.414"
"68","653.68","12.421"
"69","653.684","12.041"
"70","658.902","12.832"
"71","658.91","11.858"
"72","659.984","12.629"
"73","660.023","12.608"
"74","660.035","11.073"
"75","660.25","12.612"
"76","660.25","11.411"
"77","660.391","7.381"
"78","660.391","0.988"
"79","660.395","0.976"
"80","663.352","1.554"
"81","663.359","0.389"
"82","663.359","0.592"
"83","663.359","0.194"
"84","663.371","1.359"
"85","663.371","1.169"
"86","663.371","0"
"87","663.371","0.584"
"88","663.375","0.975"
"89","663.375","0.777"
"90","663.379","0.585"
"91","663.379","0.395"
"92","663.387","1.365"
"93","663.387","1.17"
"94","663.398","0.972"
"95","663.398","0.975"
"96","663.402","0"
"97","663.402","0.777"
"98","663.402","0.778"
"99","663.402","0.592"
"100","663.402","0.194"
"101","663.402","0.586"
"102","663.41","0.39"
"103","663.594","0.39"
"104","663.598","0.777"
"105","663.598","0.197"
"106","663.598","0.39"
"107","663.605","1.166"
"108","663.609","1.17"
"109","663.609","0.781"
"110","663.613","0.789"
"111","663.625","0.971"
"112","663.629","0.97"
"113","663.633","0.594"
"114","663.633","0.194"
"115","663.637","1.168"
"116","663.637","0.788"
"117","663.637","0"
"118","663.641","1.747"
"119","663.641","0.197"
"120","663.645","0.388"
"121","663.648","0.583"
"122","663.648","0.395"
"123","663.652","0.389"
"124","663.656","0.777"
"125","663.672","0.395"
"126","663.676","0.389"
"127","663.676","0.986"
"128","663.684","0.194"
"129","663.691","0.976"
"130","663.691","0.39"
"131","663.695","0.976"
"132","663.695","0.78"
"133","663.918","1.172"
"134","663.918","0.779"
"135","663.922","1.367"
"136","663.93","0.974"
"137","663.93","0.198"
"138","663.934","1.762"
"139","663.938","0.584"
"140","663.941","1.367"
"141","663.945","0.781"
"142","663.949","0.976"
"143","663.949","1.17"
"144","663.953","1.558"
"145","663.957","0.39"
"146","663.957","0.78"
"147","663.957","1.169"
"148","663.957","0.782"
"149","663.961","0.987"
"150","663.961","0"
"151","663.961","0.586"
"152","663.969","1.169"
"153","663.973","0.978"
"154","663.973","0.585"
"155","663.973","0"
"156","663.977","0.39"
