"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","579.477","0"
"2","579.484","0.389"
"3","579.488","0.192"
"4","579.488","0.396"
"5","579.605","0.781"
"6","579.605","0.778"
"7","579.621","0.391"
"8","579.621","0.198"
"9","579.621","0"
"10","579.621","0.39"
"11","579.637","0.584"
"12","579.637","0.784"
"13","579.637","1.168"
"14","579.645","0.771"
"15","579.648","0.39"
"16","579.656","0.779"
"17","580.141","0.989"
"18","580.145","0"
"19","580.148","0.77"
"20","580.152","0.594"
"21","580.16","0.976"
"22","580.176","0.582"
"23","580.195","0.978"
"24","580.195","0.585"
"25","580.199","0.195"
"26","580.199","0.779"
"27","580.199","0"
"28","580.199","0.39"
"29","580.203","0.391"
"30","580.215","0.584"
"31","580.215","0.976"
"32","580.215","0.384"
"33","580.223","0.391"
"34","580.234","0.585"
"35","580.273","0.586"
"36","580.285","0.39"
"37","581.691","0.396"
"38","581.691","0.779"
"39","581.836","0.585"
"40","581.84","0.198"
"41","581.84","0.586"
"42","581.84","0.584"
"43","581.852","0.767"
"44","581.852","0.792"
"45","581.852","0.586"
"46","581.852","0.585"
"47","581.863","0.585"
"48","581.871","0.39"
"49","581.871","0.586"
"50","581.871","0.586"
"51","581.871","0.198"
"52","581.875","0.973"
"53","581.875","0"
"54","581.879","1.17"
"55","581.883","1.153"
"56","581.891","0.39"
"57","581.898","0.585"
"58","581.902","0.585"
"59","581.902","0"
"60","581.906","0.595"
"61","581.922","0.195"
"62","581.922","0.39"
"63","581.926","0.195"
"64","581.926","0.958"
"65","581.93","0.198"
"66","581.93","0.584"
"67","581.938","0.198"
"68","581.938","0.194"
"69","581.938","0.78"
"70","581.938","0.391"
"71","581.941","0.577"
"72","581.941","0.594"
"73","581.941","0.77"
"74","581.949","0.585"
"75","581.957","0.793"
"76","581.957","0.976"
"77","581.957","0.975"
"78","581.957","0.584"
"79","581.957","0.978"
"80","581.957","0.584"
"81","581.957","0.587"
"82","581.957","0.395"
"83","581.961","0.391"
"84","581.965","0.585"
"85","581.965","0.195"
"86","581.965","0.195"
"87","581.973","0.585"
"88","581.992","0.577"
"89","581.996","0.585"
"90","582","0.792"
"91","582","0.39"
"92","582","0.198"
"93","582","0.779"
"94","582.004","0.586"
"95","582.008","0.39"
"96","582.008","0"
"97","582.008","0.576"
"98","582.016","1.17"
"99","582.016","0.395"
"100","582.02","0.586"
"101","582.02","1.19"
"102","582.219","0.195"
"103","582.219","0.585"
"104","582.219","0.391"
"105","582.219","0.78"
"106","582.223","0"
"107","582.223","0.973"
"108","582.223","0.391"
"109","582.234","0.583"
"110","582.234","0.198"
"111","582.277","0.39"
"112","582.277","0.195"
"113","582.297","0.587"
"114","582.305","0.586"
"115","582.309","0.391"
"116","582.312","0.78"
"117","582.312","0.586"
"118","582.312","0.586"
"119","582.312","0.585"
"120","582.312","0.578"
"121","582.312","0.594"
"122","582.316","0.586"
"123","582.316","0.585"
"124","582.316","0.96"
"125","582.316","0.392"
"126","582.316","0.593"
"127","582.316","0.975"
"128","582.316","0.585"
"129","582.316","0.195"
"130","582.316","0.195"
"131","582.316","0.585"
"132","582.543","0.196"
"133","582.543","0.195"
"134","582.547","0.391"
"135","582.547","0.587"
"136","582.547","0.781"
"137","582.551","1.173"
"138","582.555","0.39"
"139","582.559","0.587"
"140","582.562","0.777"
"141","582.566","0.586"
"142","582.566","0.195"
"143","582.566","0.782"
"144","582.57","0.595"
"145","582.57","0.77"
"146","582.57","0"
"147","582.578","0.771"
"148","582.578","0.586"
"149","582.578","0.781"
"150","582.578","0.587"
"151","582.578","0.78"
"152","582.586","0.781"
"153","582.594","0.396"
"154","582.594","0.39"
"155","582.594","0.976"
"156","582.594","0.778"
"157","582.594","0.192"
