"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","488.23","0.192"
"2","443.254","0.977"
"3","443.266","1.366"
"4","443.27","0.593"
"5","443.273","0.585"
"6","443.273","0.192"
"7","443.285","0.98"
"8","443.297","0.99"
"9","443.305","0.781"
"10","443.309","0.585"
"11","443.312","0.959"
"12","443.312","2.148"
"13","443.312","0.585"
"14","443.312","0.198"
"15","443.32","0.586"
"16","443.32","0.592"
"17","443.32","0.581"
"18","443.32","0"
"19","443.32","0.986"
"20","443.324","0.576"
"21","443.438","0.389"
"22","443.473","0.792"
"23","443.777","0.197"
"24","443.781","0.584"
"25","443.785","1.342"
"26","443.789","0"
"27","443.793","0.78"
"28","411.805","0.788"
"29","395.809","0.575"
"30","379.746","0.198"
"31","379.75","0.39"
"32","379.754","0.989"
"33","379.766","0.583"
"34","379.773","0.195"
"35","379.789","0.592"
"36","379.797","0.39"
"37","379.809","0.584"
"38","379.836","1.165"
"39","379.848","0"
"40","379.859","0.389"
"41","379.879","0.389"
"42","363.895","0.195"
"43","363.906","0.39"
"44","363.918","0.794"
"45","363.918","0.39"
"46","363.922","0.583"
"47","363.934","0.576"
"48","363.945","0.197"
"49","363.969","0.986"
"50","363.992","0.971"
"51","364.016","0"
"52","364.035","0.789"
"53","364.043","0.575"
"54","364.062","0.593"
"55","364.082","0.395"
"56","364.102","0.972"
"57","364.125","0.583"
"58","364.133","0"
"59","364.152","0.987"
"60","364.16","0.388"
"61","364.168","0"
"62","364.176","1.553"
"63","364.129","0.777"
"64","364.145","0.394"
"65","364.203","0.976"
"66","364.215","0.782"
"67","364.234","0.585"
"68","364.25","0.782"
"69","364.27","0.977"
"70","364.289","1.368"
"71","364.301","0.973"
"72","364.312","0.96"
"73","364.32","1.754"
"74","364.332","0.989"
"75","364.344","0.195"
"76","364.348","1.563"
"77","364.355","0.195"
"78","364.367","1.368"
"79","364.379","0.396"
"80","364.402","1.168"
"81","364.426","0.769"
"82","364.445","1.171"
"83","364.457","0.392"
"84","364.461","0.594"
"85","364.473","0.766"
"86","364.488","0.586"
"87","364.492","0.99"
"88","364.508","0.784"
"89","364.527","1.365"
"90","364.531","0.195"
"91","364.535","1.56"
"92","364.551","0.981"
"93","364.562","0.962"
"94","364.582","0.594"
"95","364.609","0.585"
"96","364.625","1.364"
"97","364.652","1.188"
"98","364.668","0.973"
"99","364.688","0.96"
"100","364.703","1.172"
"101","364.723","1.17"
"102","364.754","0.584"
"103","364.781","1.56"
"104","364.805","0.594"
"105","364.832","0.391"
"106","364.852","0.975"
"107","364.867","0.788"
"108","341.336","0.768"
"109","325.414","0"
"110","325.445","0.975"
"111","325.473","0.586"
"112","325.492","0.975"
"113","325.516","1.391"
"114","325.543","0.389"
"115","325.562","0.39"
"116","325.594","0.979"
"117","325.617","0.39"
"118","325.641","0.39"
"119","325.668","0.779"
"120","325.695","1.383"
"121","325.734","0.77"
"122","325.758","0.781"
"123","325.781","0.78"
"124","325.805","0.975"
"125","325.816","0.791"
"126","325.84","0.195"
"127","325.863","0.585"
"128","325.891","1.189"
"129","325.906","1.168"
"130","325.926","0.384"
"131","325.945","0.585"
"132","325.984","1.366"
"133","326.012","0.395"
"134","326.035","0.195"
"135","326.059","0.787"
"136","326.086","0.77"
"137","326.109","1.95"
"138","326.133","0.195"
"139","326.145","0.793"
"140","326.168","0.978"
"141","326.188","0.39"
"142","326.203","0.389"
"143","326.227","0.791"
"144","326.246","0.388"
"145","310.277","0.389"
"146","310.309","1.186"
"147","310.328","0.778"
"148","294.355","0.777"
"149","294.375","0"
"150","294.406","0.988"
"151","294.426","0.778"
"152","294.449","0.584"
"153","294.48","0.388"
"154","294.508","0.593"
"155","294.547","0.384"
"156","276.555","0.197"
"157","276.586","0.194"
