"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","80.098","0"
"2","80.223","0.195"
"3","80.227","0.198"
"4","80.227","0.195"
"5","80.23","0"
"6","80.234","0"
"7","80.234","0.391"
"8","80.238","0"
"9","80.238","0"
"10","80.242","0.584"
