❯  Starting publish benchmark, connections: 1, req interval: 10ms, message interval: 20ms
...  [0/1] - Connecting...
√  [1/1] - Connected
√  Created 1 connections in 0.015s
Published total: 32, message rate: 32/s
Published total: 64, message rate: 32/s
Published total: 97, message rate: 33/s
Published total: 129, message rate: 32/s
Published total: 162, message rate: 33/s
Published total: 195, message rate: 33/s
Published total: 227, message rate: 32/s
Published total: 260, message rate: 33/s
Published total: 293, message rate: 33/s
Published total: 325, message rate: 32/s
Published total: 358, message rate: 33/s
Published total: 390, message rate: 32/s
Published total: 423, message rate: 33/s
Published total: 456, message rate: 33/s
Published total: 488, message rate: 32/s
Published total: 521, message rate: 33/s
Published total: 554, message rate: 33/s
Published total: 587, message rate: 33/s
Published total: 620, message rate: 33/s
Published total: 652, message rate: 32/s
Published total: 685, message rate: 33/s
Published total: 718, message rate: 33/s
Published total: 750, message rate: 32/s
Published total: 783, message rate: 33/s
Published total: 816, message rate: 33/s
Published total: 848, message rate: 32/s
Published total: 881, message rate: 33/s
Published total: 913, message rate: 32/s
Published total: 946, message rate: 33/s
Published total: 978, message rate: 32/s
Published total: 1011, message rate: 33/s
Published total: 1044, message rate: 33/s
Published total: 1076, message rate: 32/s
Published total: 1109, message rate: 33/s
Published total: 1142, message rate: 33/s
Published total: 1175, message rate: 33/s
Published total: 1207, message rate: 32/s
Published total: 1240, message rate: 33/s
Published total: 1272, message rate: 32/s
Published total: 1305, message rate: 33/s
Published total: 1337, message rate: 32/s
Published total: 1370, message rate: 33/s
Published total: 1402, message rate: 32/s
Published total: 1435, message rate: 33/s
Published total: 1467, message rate: 32/s
Published total: 1500, message rate: 33/s
Published total: 1532, message rate: 32/s
Published total: 1565, message rate: 33/s
Published total: 1598, message rate: 33/s
Published total: 1630, message rate: 32/s
Published total: 1663, message rate: 33/s
Published total: 1695, message rate: 32/s
Published total: 1728, message rate: 33/s
Published total: 1760, message rate: 32/s
Published total: 1793, message rate: 33/s
Published total: 1825, message rate: 32/s
Published total: 1858, message rate: 33/s
Published total: 1890, message rate: 32/s
Published total: 1923, message rate: 33/s
Published total: 1955, message rate: 32/s
Published total: 1988, message rate: 33/s
Published total: 2020, message rate: 32/s
Published total: 2053, message rate: 33/s
Published total: 2085, message rate: 32/s
Published total: 2118, message rate: 33/s
Published total: 2150, message rate: 32/s
Published total: 2183, message rate: 33/s
Published total: 2215, message rate: 32/s
Published total: 2248, message rate: 33/s
Published total: 2280, message rate: 32/s
Published total: 2313, message rate: 33/s
Published total: 2345, message rate: 32/s
Published total: 2378, message rate: 33/s
Published total: 2410, message rate: 32/s
Published total: 2443, message rate: 33/s
Published total: 2475, message rate: 32/s
Published total: 2508, message rate: 33/s
Published total: 2541, message rate: 33/s
Published total: 2574, message rate: 33/s
Published total: 2606, message rate: 32/s
Published total: 2639, message rate: 33/s
Published total: 2671, message rate: 32/s
Published total: 2704, message rate: 33/s
Published total: 2736, message rate: 32/s
Published total: 2769, message rate: 33/s
Published total: 2801, message rate: 32/s
Published total: 2834, message rate: 33/s
Published total: 2866, message rate: 32/s
Published total: 2899, message rate: 33/s
Published total: 2931, message rate: 32/s
Published total: 2964, message rate: 33/s
Published total: 2996, message rate: 32/s
Published total: 3029, message rate: 33/s
Published total: 3061, message rate: 32/s
Published total: 3094, message rate: 33/s
Published total: 3126, message rate: 32/s
Published total: 3159, message rate: 33/s
Published total: 3191, message rate: 32/s
Published total: 3224, message rate: 33/s
Published total: 3256, message rate: 32/s
Published total: 3289, message rate: 33/s
Published total: 3321, message rate: 32/s
Published total: 3354, message rate: 33/s
Published total: 3386, message rate: 32/s
Published total: 3419, message rate: 33/s
Published total: 3451, message rate: 32/s
Published total: 3484, message rate: 33/s
Published total: 3516, message rate: 32/s
Published total: 3549, message rate: 33/s
Published total: 3581, message rate: 32/s
Published total: 3614, message rate: 33/s
Published total: 3646, message rate: 32/s
Published total: 3679, message rate: 33/s
Published total: 3711, message rate: 32/s
Published total: 3744, message rate: 33/s
Published total: 3776, message rate: 32/s
Published total: 3809, message rate: 33/s
Published total: 3841, message rate: 32/s
Published total: 3874, message rate: 33/s
Published total: 3906, message rate: 32/s
Published total: 3939, message rate: 33/s
Published total: 3971, message rate: 32/s
Published total: 4004, message rate: 33/s
Published total: 4036, message rate: 32/s
Published total: 4069, message rate: 33/s
Published total: 4101, message rate: 32/s
Published total: 4134, message rate: 33/s
Published total: 4166, message rate: 32/s
Published total: 4199, message rate: 33/s
Published total: 4231, message rate: 32/s
Published total: 4264, message rate: 33/s
Published total: 4296, message rate: 32/s
Published total: 4329, message rate: 33/s
Published total: 4361, message rate: 32/s
Published total: 4394, message rate: 33/s
Published total: 4426, message rate: 32/s
Published total: 4459, message rate: 33/s
Published total: 4491, message rate: 32/s
Published total: 4524, message rate: 33/s
Published total: 4557, message rate: 33/s
Published total: 4589, message rate: 32/s
Published total: 4622, message rate: 33/s
Published total: 4654, message rate: 32/s
Published total: 4687, message rate: 33/s
Published total: 4720, message rate: 33/s
Published total: 4752, message rate: 32/s
Published total: 4785, message rate: 33/s
Published total: 4817, message rate: 32/s
Published total: 4850, message rate: 33/s
Published total: 4883, message rate: 33/s
Published total: 4915, message rate: 32/s
Published total: 4948, message rate: 33/s
Published total: 4981, message rate: 33/s
Published total: 5000, message rate: 19/s
