"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","672.078","0"
"2","672.078","0.192"
"3","672.082","0.395"
"4","672.082","0.195"
"5","672.082","1.168"
"6","672.082","0.198"
"7","672.086","0.577"
"8","672.09","0.195"
"9","672.09","0.585"
"10","672.09","0.781"
"11","672.09","0.585"
"12","672.09","0.395"
"13","672.09","0.391"
"14","672.09","0.39"
"15","672.09","0"
"16","672.09","0.975"
"17","672.09","0.395"
"18","672.094","0.768"
"19","672.094","0.779"
"20","672.094","0.585"
"21","672.098","0.397"
"22","672.102","0.195"
"23","672.102","0.195"
"24","672.102","0.974"
"25","672.109","0.593"
"26","672.113","0.385"
"27","672.117","0.585"
"28","672.117","1.169"
"29","672.117","0.39"
"30","672.121","0.978"
"31","672.121","0"
"32","672.125","0.583"
"33","672.129","0.976"
"34","672.129","0.396"
"35","672.129","0.767"
"36","672.129","0.586"
"37","672.129","0.975"
"38","672.129","0.198"
"39","672.129","0.39"
"40","672.133","0.391"
"41","672.133","0.195"
"42","672.133","0.779"
"43","672.133","0.198"
"44","672.133","0.192"
"45","672.141","0.587"
"46","672.145","0.39"
"47","672.164","0.585"
"48","672.164","0.391"
"49","672.164","0.198"
"50","672.164","0.39"
"51","672.164","0.39"
"52","672.172","0.587"
"53","672.176","0.585"
"54","672.176","0.777"
"55","672.176","0.391"
"56","672.176","0.976"
"57","672.18","0.977"
"58","672.184","0.39"
"59","672.184","0.586"
"60","672.172","0.976"
"61","672.199","0.586"
"62","672.199","0.584"
"63","672.203","0.595"
"64","672.211","0.586"
"65","672.215","0.391"
"66","672.215","0.391"
"67","672.227","0.194"
"68","672.227","0.198"
"69","672.227","0.39"
"70","672.227","0.192"
"71","672.234","0.585"
"72","672.234","0.789"
"73","672.238","0.39"
"74","672.238","0.194"
"75","672.242","0.195"
"76","672.242","0.986"
"77","672.246","0.576"
"78","672.246","0.395"
"79","672.254","0.391"
"80","672.254","0.389"
"81","672.258","0"
"82","672.258","0"
"83","672.258","0.194"
"84","672.262","0.587"
"85","672.262","0.39"
"86","672.27","0.586"
"87","672.27","0.195"
"88","672.27","1.361"
"89","672.27","0.586"
"90","672.273","0.396"
"91","672.273","0.769"
"92","672.477","0.197"
"93","672.477","0.77"
"94","672.504","0.396"
"95","672.504","0.585"
"96","672.504","0"
"97","672.504","0.195"
"98","672.504","0.195"
"99","672.504","1.366"
"100","672.508","0.586"
"101","672.523","0.39"
"102","672.531","0.989"
"103","672.531","0"
"104","672.531","0.39"
"105","672.535","1.567"
"106","672.535","0.779"
"107","672.539","0.592"
"108","672.543","0.586"
"109","672.547","0.391"
"110","672.547","0.195"
"111","672.547","0.586"
"112","672.551","0.389"
"113","672.551","0.793"
"114","672.555","0.962"
"115","672.562","0.594"
"116","672.566","0.385"
"117","672.566","0.39"
"118","672.578","0"
"119","672.578","0.39"
"120","672.582","0.39"
"121","672.586","0.989"
"122","672.59","0.586"
"123","672.594","0.584"
"124","672.598","0.585"
"125","672.605","0.39"
"126","672.613","0.782"
"127","672.613","0.974"
"128","672.613","0.195"
"129","672.621","0.39"
"130","672.621","0.585"
"131","672.621","0.586"
"132","672.625","0.791"
"133","672.629","0.195"
"134","672.633","0.195"
"135","672.641","0.781"
"136","672.648","0.195"
"137","672.648","0.39"
"138","672.652","0.79"
"139","672.66","0.384"
"140","672.664","0.781"
"141","672.664","0"
"142","672.676","0.78"
"143","672.68","0.79"
"144","672.68","0.392"
"145","672.68","0.585"
"146","672.68","0"
"147","672.68","0.781"
"148","672.684","0.585"
"149","672.684","0.39"
"150","672.688","1.174"
"151","672.695","0.198"
"152","672.699","0.192"
"153","672.727","0.196"
"154","672.727","0.974"
"155","672.742","0.196"
"156","672.742","0"
