"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","647.902","0.387"
"2","647.91","1.554"
"3","647.914","0.78"
"4","647.926","0.587"
"5","647.93","0.792"
"6","647.934","0.779"
"7","647.934","1.559"
"8","647.938","0.78"
"9","647.938","0.575"
"10","647.945","0.989"
"11","647.949","0.976"
"12","647.953","0.793"
"13","647.957","0.583"
"14","647.961","0.784"
"15","647.969","0.78"
"16","647.969","0.78"
"17","647.969","0.974"
"18","647.969","0.974"
"19","647.977","0.389"
"20","647.977","0.975"
"21","647.992","0.594"
"22","648","0.782"
"23","648.012","1.153"
"24","648.012","0.396"
"25","648.012","0.586"
"26","648.02","1.367"
"27","648.02","0.585"
"28","648.023","0.195"
"29","648.031","0.576"
"30","648.039","0.595"
"31","648.039","0.391"
"32","648.043","1.344"
"33","648.047","0.99"
"34","648.059","0.976"
"35","648.062","0.978"
"36","648.066","0.78"
"37","648.074","0"
"38","648.074","1.755"
"39","648.078","0.78"
"40","648.082","0.974"
"41","648.09","0.781"
"42","648.094","0.977"
"43","648.094","0.781"
"44","648.098","1.367"
"45","648.102","0.766"
"46","648.105","0.794"
"47","648.113","1.366"
"48","648.129","0.195"
"49","648.16","0.198"
"50","648.168","0.779"
"51","648.172","0.976"
"52","648.176","0.39"
"53","648.184","0.586"
"54","648.184","1.363"
"55","648.191","0.973"
"56","648.199","0.39"
"57","648.215","0.587"
"58","648.215","0.78"
"59","648.23","0.976"
"60","648.234","0"
"61","648.238","0.779"
"62","648.246","0.582"
"63","648.254","0.781"
"64","648.258","0.584"
"65","648.258","0.594"
"66","648.273","0.975"
"67","648.277","1.368"
"68","648.285","0.781"
"69","648.312","0.587"
"70","648.32","0.39"
"71","648.332","0.975"
"72","648.332","1.17"
"73","648.336","1.171"
"74","648.34","0.195"
"75","648.34","1.172"
"76","648.344","0.78"
"77","648.348","0.584"
"78","648.352","0.781"
"79","648.359","0.782"
"80","648.363","0.593"
"81","648.375","0.585"
"82","648.379","0.78"
"83","648.383","0.586"
"84","648.395","0.781"
"85","648.402","0.39"
"86","648.414","0.974"
"87","648.414","0.585"
"88","648.418","0.782"
"89","648.418","1.36"
"90","648.422","1.174"
"91","648.434","1.171"
"92","648.441","0.974"
"93","648.453","0.78"
"94","648.461","0.395"
"95","648.461","1.95"
"96","648.465","1.169"
"97","648.473","0.974"
"98","648.473","0.779"
"99","648.477","0.781"
"100","648.48","0"
"101","648.496","0.976"
"102","648.508","0.585"
"103","648.512","1.169"
"104","648.516","0.977"
"105","648.516","0.973"
"106","648.523","1.171"
"107","648.531","0.781"
"108","648.539","0.977"
"109","648.539","0.974"
"110","648.543","0.586"
"111","648.543","1.559"
"112","648.547","0.781"
"113","648.555","0.586"
"114","648.566","0"
"115","648.578","1.168"
"116","648.594","1.17"
"117","648.602","0.779"
"118","648.605","0.39"
"119","648.602","0"
"120","648.609","0.974"
"121","648.613","0.977"
"122","648.613","1.171"
"123","648.625","0.977"
"124","648.625","0.975"
"125","648.629","0"
"126","648.637","0.781"
"127","648.641","0.584"
"128","648.648","1.946"
"129","648.648","0.576"
"130","648.656","0.792"
"131","648.66","1.755"
"132","648.664","0"
"133","648.668","1.169"
"134","648.68","0.39"
"135","648.684","0.975"
"136","648.691","0.585"
"137","648.707","0.779"
"138","648.719","0.39"
"139","648.727","0"
"140","648.734","1.751"
"141","648.738","0.973"
"142","648.742","0.974"
"143","648.746","0.785"
"144","648.754","0.97"
"145","648.758","0.195"
"146","648.762","0.198"
"147","648.773","0.39"
"148","648.785","0.781"
"149","648.789","1.364"
"150","648.789","1.363"
"151","648.797","0.768"
"152","648.809","1.192"
"153","648.824","1.172"
"154","648.836","1.15"
"155","648.836","0.793"
"156","648.855","0.389"
