"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","86.203","0"
"2","86.203","1.342"
"3","86.203","0.789"
"4","86.203","1.185"
"5","86.203","1.916"
"6","86.203","1.383"
"7","86.203","0.778"
"8","86.203","1.781"
"9","86.203","1.749"
"10","86.203","1.917"
"11","86.234","1.185"
"12","86.234","1.38"
"13","86.234","1.922"
"14","86.234","2.145"
"15","86.234","1.171"
"16","86.234","1.56"
"17","86.234","1.389"
"18","86.234","1.553"
"19","86.234","2.563"
"20","86.234","1.535"
"21","86.234","2.151"
"22","86.234","1.563"
"23","86.234","1.563"
"24","86.234","1.759"
"25","86.234","1.563"
"26","86.234","1.756"
"27","86.234","2.537"
"28","86.234","2.15"
"29","86.234","1.98"
"30","86.234","1.751"
"31","86.234","1.368"
"32","86.234","2.147"
"33","86.234","1.386"
"34","86.234","1.754"
"35","86.234","1.948"
"36","86.234","1.349"
"37","86.234","1.388"
"38","86.234","1.534"
"39","86.234","1.765"
"40","86.234","1.783"
"41","86.234","1.754"
"42","86.234","1.727"
"43","86.234","2.15"
"44","86.234","1.582"
"45","86.234","1.947"
"46","86.234","1.753"
"47","86.234","2.151"
"48","86.234","1.581"
"49","86.234","1.92"
"50","86.234","1.761"
"51","86.234","1.752"
"52","86.234","1.955"
"53","86.234","1.755"
"54","86.234","1.957"
"55","86.234","1.955"
"56","86.234","1.56"
"57","86.234","1.753"
"58","86.234","1.386"
"59","86.234","1.757"
"60","86.234","1.367"
"61","86.234","1.95"
"62","86.234","1.761"
"63","86.234","1.756"
"64","86.234","1.762"
"65","86.234","1.562"
"66","86.234","1.95"
"67","86.234","1.559"
"68","86.234","1.758"
"69","86.234","1.762"
"70","86.234","1.751"
"71","86.234","1.761"
"72","86.234","2.151"
"73","86.234","1.946"
"74","86.234","1.755"
"75","86.234","2.35"
"76","86.234","2.375"
"77","86.234","1.754"
"78","86.234","1.542"
"79","86.234","1.388"
"80","86.234","1.952"
"81","86.234","1.538"
"82","86.234","2.35"
"83","86.234","1.756"
"84","86.234","1.559"
"85","86.234","1.192"
"86","86.234","1.952"
"87","86.234","2.146"
"88","86.234","1.728"
"89","86.234","1.951"
"90","86.234","1.367"
"91","86.234","1.758"
"92","86.234","1.76"
"93","86.234","1.951"
"94","86.234","1.385"
"95","86.234","1.363"
"96","86.234","1.753"
"97","86.234","1.958"
"98","86.211","1.95"
"99","86.211","2.732"
"100","86.211","1.562"
"101","86.211","1.953"
"102","86.211","1.756"
"103","86.211","2.147"
"104","86.211","1.19"
"105","86.211","1.944"
"106","84.578","1.553"
"107","84.578","1.363"
"108","84.578","1.774"
"109","84.578","1.165"
"110","84.578","1.58"
"111","84.578","1.362"
"112","84.578","1.359"
"113","84.578","2.139"
"114","84.578","1.579"
"115","84.578","1.554"
"116","84.578","1.75"
"117","84.578","1.577"
"118","84.578","1.166"
"119","84.578","1.573"
"120","84.578","1.728"
"121","84.578","1.379"
"122","84.578","1.578"
"123","84.578","1.533"
"124","84.578","1.384"
"125","84.578","1.182"
"126","84.578","1.749"
"127","84.578","1.361"
"128","84.578","1.749"
"129","84.578","1.384"
"130","84.789","1.552"
"131","84.793","1.578"
"132","84.793","1.556"
"133","84.793","2.135"
"134","84.793","0.987"
"135","84.793","1.941"
"136","84.793","1.754"
"137","84.793","1.75"
"138","84.793","1.578"
"139","84.793","0.777"
"140","84.793","1.944"
"141","84.793","1.78"
"142","84.793","1.748"
"143","84.793","1.165"
"144","84.793","1.775"
"145","84.793","2.105"
"146","84.793","1.781"
"147","84.793","1.579"
"148","84.793","1.557"
"149","84.793","1.917"
"150","84.793","1.583"
"151","84.793","0.787"
"152","84.793","1.15"
"153","84.793","1.577"
"154","84.793","1.576"
"155","84.793","1.359"
"156","84.793","0.583"
"157","84.793","0.198"
